Studios, Camera, Camera TC In, Camera Sync In, Converter, Capture Card, Unreal Custom Timecode, Unreal Custom Timestep
[Jake's studio](../studios/jake), Blackmagic Pocket Cinema Camera 4K, Yes, No, Blackmagic HDMI to SDI Microconverter,Blackmaic Decklink 8K Pro, Yes, Yes
